customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgChargesPerMonth,Predicted_Churn,Churn_Probability
5194,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.2,20.2,0,10.1,0,0.4113774344315105
2384,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.25,45.25,0,22.625,1,0.7433771073582625
4423,0,0,1,1,72,1,2,1,2,2,0,2,2,0,2,0,0,99.9,7251.7,0,99.33835616438355,0,0.04412035535947331
4292,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.7,316.9,1,52.81666666666666,1,0.7796122080053016
4656,0,0,0,0,46,1,0,1,0,0,2,0,0,0,0,1,1,74.8,3548.3,0,75.49574468085106,1,0.5597658170062946
3828,1,0,0,0,34,1,2,1,0,2,2,0,2,2,0,1,2,106.35,3549.25,1,101.40714285714286,1,0.7618362143108627
5803,0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,0,97.85,1105.4,1,92.11666666666667,1,0.8912868521649735
6263,1,0,1,1,10,1,0,0,0,2,0,0,0,0,1,0,3,49.55,475.7,0,43.24545454545454,0,0.2351539996074131
6671,0,0,1,1,70,1,2,0,2,2,0,0,2,0,2,1,1,69.2,4872.35,0,68.62464788732395,0,0.06225690457109476
6956,0,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,3,20.75,418.25,0,23.23611111111111,0,0.016926175837680562
3268,0,0,0,0,63,1,2,0,2,2,2,2,2,0,2,1,1,79.85,4861.45,0,75.96015625,0,0.08963283843943616
2862,0,0,1,0,13,1,2,0,2,2,0,2,2,0,0,1,2,76.2,981.45,0,70.10357142857143,0,0.3208554698573867
2599,0,0,0,0,49,1,2,1,0,0,0,0,0,2,0,1,2,84.5,3906.7,0,78.134,1,0.6351451616774351
4212,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.25,97.0,0,32.333333333333336,1,0.7494501400909953
5510,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.65,144.15,1,48.050000000000004,1,0.8507317937513338
5427,1,0,0,0,52,1,2,0,2,0,0,2,2,2,2,1,1,79.75,4217.8,0,79.5811320754717,0,0.05966574466675617
2047,0,0,1,1,69,1,2,0,2,0,2,2,0,0,2,1,1,64.15,4254.1,0,60.77285714285715,0,0.04155551136979185
5686,0,1,0,0,43,1,2,1,0,2,0,0,2,0,0,1,2,90.25,3838.75,0,87.24431818181819,1,0.6390946133048387
6630,0,0,0,0,15,1,0,1,2,2,0,0,2,2,0,1,1,99.1,1426.4,1,89.15,1,0.7818723051832261
4658,0,1,1,0,25,1,2,0,2,0,0,2,2,0,0,1,1,69.5,1752.65,0,67.40961538461539,0,0.1293425256853183
5305,0,1,1,0,8,1,2,1,0,2,0,0,0,0,0,1,1,80.65,633.3,1,70.36666666666666,1,0.8291780473667133
3265,0,1,1,1,60,1,0,0,2,2,2,2,0,2,1,1,1,74.85,4456.35,0,73.05491803278689,0,0.14025921819316978
1129,1,1,0,0,18,1,2,1,0,0,0,0,2,2,0,1,2,95.45,1752.55,1,92.23947368421052,1,0.7643288706827773
6198,0,0,1,1,63,1,2,1,2,0,0,0,2,2,1,1,1,99.65,6311.2,0,98.6125,0,0.22730497141978384
3578,1,1,1,1,66,1,2,1,0,2,2,2,2,2,1,1,2,108.45,7076.35,0,105.61716417910448,0,0.46621428401229403
2783,0,0,1,1,34,1,2,2,1,1,1,1,1,1,2,0,1,24.95,894.3,0,25.55142857142857,0,0.036662960931140624
4218,0,0,0,0,72,1,2,1,0,0,2,2,2,2,2,1,1,107.5,7853.7,0,107.58493150684932,0,0.08560432099646705
295,0,0,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.5,4707.1,0,98.06458333333335,1,0.7388778538715964
832,1,0,0,0,60,1,2,1,0,2,0,0,2,0,0,1,0,89.9,5450.7,0,89.35573770491803,0,0.4131508974609982
358,1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,42.1,2962.0,0,40.57534246575342,0,0.04423605170694392
374,0,0,1,1,18,1,0,0,0,0,2,2,0,0,1,1,1,54.4,957.1,0,50.373684210526314,0,0.25270415806458724
4043,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,0,2,94.4,857.25,1,85.725,1,0.8915054461793024
3609,0,0,0,0,3,1,0,0,0,2,0,2,2,2,0,1,2,75.3,244.1,0,61.025,1,0.5583889120240989
6090,1,0,1,0,47,1,2,1,0,2,0,0,0,0,1,1,2,78.9,3650.35,0,76.04895833333333,0,0.18579885622987954
2382,0,0,0,0,31,1,0,0,0,2,2,2,2,2,2,0,3,79.2,2497.2,0,78.0375,0,0.12043063704229906
2215,0,0,1,1,50,1,0,2,1,1,1,1,1,1,2,0,0,20.15,930.9,0,18.25294117647059,0,0.017830547909078606
5262,1,0,0,0,10,1,0,1,2,0,2,0,0,0,0,1,3,79.85,887.35,0,80.66818181818182,1,0.6006587673944646
1562,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,49.05,49.05,0,24.525,0,0.4913685694762156
501,0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,1,2,20.4,1090.65,0,20.578301886792456,0,0.02310530474815279
1272,1,1,1,1,64,1,2,1,2,0,2,2,2,2,2,1,0,111.6,7099.0,0,109.21538461538462,0,0.224757767908459
5697,1,0,1,1,62,1,2,2,1,1,1,1,1,1,2,1,0,24.25,1424.6,0,22.61269841269841,0,0.013749569060994145
3994,0,0,0,1,3,1,0,0,2,0,0,2,0,2,0,1,0,64.5,177.4,0,44.35,0,0.348543850756235
1836,0,1,0,0,56,1,2,1,2,2,2,0,2,2,1,0,2,110.5,6139.5,0,107.71052631578948,0,0.4427370502548763
4550,0,0,0,0,46,1,0,0,0,0,0,0,0,2,1,0,1,55.65,2688.85,0,57.2095744680851,0,0.16086717103730705
3970,0,0,1,1,8,1,0,0,2,2,0,0,0,0,0,0,3,54.65,482.25,0,53.583333333333336,0,0.34724912807682584
108,1,1,0,0,30,1,0,0,2,2,0,0,2,2,0,1,2,74.75,2111.3,0,68.10645161290323,0,0.2891316364351628
2731,0,0,1,1,45,1,2,2,1,1,1,1,1,1,1,1,1,25.9,1216.6,0,26.44782608695652,0,0.05195699074620743
4191,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,2,79.35,79.35,1,39.675,1,0.9581440784463986
5766,0,0,1,1,11,0,1,0,2,0,0,0,2,2,0,0,2,50.55,565.35,0,47.112500000000004,0,0.41540593976442636
6488,0,0,1,0,7,1,0,1,0,0,2,0,0,0,0,1,0,75.15,496.9,1,62.1125,1,0.775588675267153
6989,0,0,0,0,42,1,0,1,0,2,2,2,2,2,0,1,0,103.8,4327.5,0,100.63953488372093,1,0.6498997160882636
202,0,0,1,0,49,1,0,2,1,1,1,1,1,1,2,1,0,20.15,973.35,0,19.467,0,0.016041866386413292
3100,1,0,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.3,918.75,0,91.875,1,0.9029484013293865
3376,0,0,1,0,35,1,0,0,2,0,0,0,2,0,1,1,0,62.15,2215.45,0,61.540277777777774,0,0.07646956268953668
1258,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,0,20.65,1057.0,0,21.571428571428573,0,0.047497512400396395
1920,0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,19.95,927.1,0,19.72553191489362,0,0.009013165108559274
2103,1,0,1,0,29,0,1,0,0,0,0,0,2,0,0,0,3,33.75,1009.25,0,33.641666666666666,0,0.34198444288876373
3345,1,0,1,1,30,1,0,1,0,2,2,0,0,0,0,0,0,82.05,2570.2,0,82.90967741935484,1,0.6071800213274874
1663,1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.7,74.7,0,37.35,1,0.525099417445586
5137,1,0,1,1,66,1,2,0,2,0,2,2,2,2,2,1,3,84.0,5714.25,0,85.28731343283582,0,0.03356060804492291
4305,0,0,0,0,65,1,2,1,2,2,2,0,2,2,0,1,1,111.05,7107.0,0,107.68181818181819,0,0.18338690610795427
6945,1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,100.9,7459.05,0,102.17876712328767,0,0.1608130437267547
6099,0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,78.95,927.35,1,71.33461538461539,1,0.6905626032070116
6908,1,0,1,1,71,1,2,0,2,2,0,2,0,0,1,1,1,66.85,4748.7,0,65.95416666666667,0,0.07378502512367857
173,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,21.05,113.85,1,18.974999999999998,0,0.23789691247546693
2249,1,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,0,21.0,1107.2,0,20.89056603773585,0,0.022007092517766065
3208,0,1,1,0,25,1,0,1,0,2,2,0,2,2,0,1,2,98.5,2514.5,1,96.71153846153847,1,0.8138237736836332
4530,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,20.2,0,10.1,1,0.7166743400079204
2575,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,19.45,0,9.725,1,0.6130452405494624
5064,1,0,0,0,38,1,2,1,0,0,2,2,2,0,1,0,0,95.0,3605.6,0,92.45128205128205,0,0.23392323755053074
3835,0,1,1,0,66,0,1,0,0,2,2,0,2,0,1,0,0,45.55,3027.25,0,45.18283582089552,0,0.137489019543224
2233,1,0,1,0,68,1,2,1,0,2,2,2,2,2,2,1,0,110.0,7611.85,1,110.31666666666668,0,0.42528385845163313
4386,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,24.3,100.2,0,16.7,1,0.6072688732652417
4782,0,0,1,1,72,1,2,1,2,2,0,0,2,2,1,1,2,104.15,7303.05,0,100.04178082191781,0,0.103712137995503
6863,0,0,0,0,32,0,1,0,2,0,0,0,0,0,1,0,3,30.15,927.65,0,28.11060606060606,0,0.10011506756429213
6067,1,0,0,0,43,1,2,1,0,0,0,0,2,2,1,0,3,94.35,3921.3,0,89.12045454545455,0,0.4220691963315939
1968,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.4,1363.25,0,18.674657534246574,0,0.007960181765679327
327,1,0,1,0,55,1,2,1,2,2,0,0,2,0,0,1,2,96.75,5238.9,1,93.55178571428571,0,0.45978293777271423
3173,0,0,0,0,52,1,0,0,2,0,2,2,0,0,1,0,1,57.95,3042.25,0,57.40094339622642,0,0.09892775744096283
4055,0,0,0,0,43,1,0,1,0,2,2,0,2,0,0,1,2,91.65,3954.1,0,89.86590909090908,1,0.6260359306323573
3419,0,1,1,0,37,1,2,1,0,0,0,0,0,0,0,1,2,76.5,2868.15,1,75.47763157894737,1,0.6653603117491816
3735,0,0,1,1,64,0,1,0,0,2,0,2,2,2,2,1,2,54.6,3423.5,0,52.66923076923077,0,0.0649585413178554
2142,1,0,1,1,3,1,0,1,2,2,0,0,2,0,0,0,2,89.85,248.4,0,62.1,1,0.591398423497315
6732,0,0,0,0,36,0,1,0,2,0,0,0,0,0,2,0,0,31.05,1126.35,0,30.44189189189189,0,0.08135018473654237
3763,0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,2,100.25,1064.65,1,96.78636363636365,1,0.8983826666604177
5961,0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.65,835.15,0,19.88452380952381,0,0.009078544608821026
6644,1,0,1,1,27,1,2,1,0,2,0,2,0,0,0,1,1,85.2,2151.6,0,76.84285714285714,1,0.5000246080812404
745,0,0,1,1,56,1,2,1,0,0,2,0,2,2,1,1,1,99.8,5515.45,0,96.76228070175438,0,0.3977402908138641
2032,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.7,112.75,0,16.107142857142858,0,0.16266608264495422
274,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.4,229.55,1,57.3875,1,0.8299953097177768
4607,0,0,1,1,7,1,0,0,2,0,0,0,0,0,0,0,3,50.7,350.35,0,43.79375,0,0.4330546050974379
5130,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.85,62.9,0,12.58,0,0.19240106335443832
3222,1,0,0,0,33,1,0,1,2,0,0,2,2,0,2,1,2,88.95,3027.65,0,89.0485294117647,0,0.08297546043761134
3079,0,1,0,0,27,1,2,1,0,0,2,0,0,0,0,1,2,78.05,2135.5,1,76.26785714285714,1,0.6765182370387535
4794,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,23.55,1723.95,0,23.615753424657534,0,0.005314831576851062
2760,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,19.75,0,9.875,1,0.5582235694715868
1808,1,1,0,0,71,0,1,0,2,2,0,0,2,2,1,1,2,56.45,3985.35,0,55.35208333333333,0,0.10200334594245794
1989,0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,85.95,1215.65,0,86.83214285714287,1,0.8094700456666225
4403,0,0,1,1,25,0,1,0,2,2,2,0,2,2,0,1,1,58.6,1502.65,1,57.79423076923077,0,0.43911899337642896
6058,1,0,0,0,67,1,0,0,0,0,0,2,0,0,2,0,0,50.55,3260.1,0,47.942647058823525,0,0.033585019756311806
2158,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.45,35.45,1,17.725,1,0.849133738930277
1632,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.35,81.25,1,27.083333333333332,1,0.7641928183029795
5539,0,0,0,0,43,1,2,2,1,1,1,1,1,1,2,1,1,25.7,1188.2,0,27.004545454545454,0,0.03996776760892564
5570,0,0,0,0,23,1,0,1,2,0,0,0,0,0,0,1,0,75.0,1778.5,0,74.10416666666667,1,0.5376354786304635
2656,0,0,1,1,64,1,0,2,1,1,1,1,1,1,2,0,3,20.2,1277.75,0,19.657692307692308,0,0.01188627271013329
4410,1,0,0,1,57,1,0,2,1,1,1,1,1,1,2,1,3,19.6,1170.55,0,20.181896551724137,0,0.023416055631158846
262,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45,1,35.225,1,0.9111090867854253
2197,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,88.05,6425.65,0,88.02260273972603,0,0.009183076055226112
2863,0,0,0,0,8,1,2,0,2,0,0,2,0,2,0,0,2,71.15,563.65,1,62.62777777777777,0,0.4776196234008615
751,0,0,1,0,61,1,2,1,0,2,0,0,2,2,2,1,0,101.05,5971.25,0,96.31048387096774,0,0.19168721425500387
1806,1,0,0,0,64,1,2,1,2,2,0,0,0,0,1,1,1,84.3,5289.05,0,81.37,0,0.14923699109949773
775,1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1756.2,0,24.391666666666666,0,0.005442909188179076
4058,0,0,1,1,65,1,2,1,2,2,0,2,2,0,2,1,1,99.05,6416.7,0,97.22272727272727,0,0.0956825480385099
4848,1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,19.6,61.35,0,15.3375,0,0.05754205503337277
1446,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,45.65,1,22.825,1,0.8282961448078989
4571,1,0,0,1,30,1,0,0,0,2,2,0,2,0,1,0,1,64.5,1929.95,0,62.25645161290323,0,0.11924080662229794
2420,1,0,1,1,15,1,0,0,0,2,2,2,0,2,0,1,3,69.5,1071.4,0,66.9625,0,0.2949418157903539
2662,0,0,1,1,8,1,0,0,0,0,0,2,2,2,0,1,2,68.55,564.35,0,62.705555555555556,1,0.5393571173363224
2724,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,3,95.0,655.5,1,81.9375,1,0.8886313576637512
1140,0,0,1,1,70,1,2,1,2,2,2,0,2,2,1,1,1,108.15,7930.55,0,111.69788732394366,0,0.1563583001038107
6408,1,0,1,1,62,1,0,0,2,2,2,2,2,2,2,0,2,86.1,5215.25,0,82.78174603174604,0,0.042938115812694744
2144,0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.7,113.5,0,16.214285714285715,0,0.16915772972538004
4643,0,0,1,1,14,1,0,1,0,0,0,0,0,2,0,1,0,80.9,1152.8,0,76.85333333333332,1,0.727264374129201
6472,0,0,0,0,22,1,2,1,0,0,0,0,2,0,0,1,0,84.15,1821.95,0,79.21521739130435,1,0.62750369975924
1893,1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,20.15,419.9,0,18.256521739130434,0,0.01352870547644977
4522,1,0,1,1,16,1,0,0,2,0,2,0,2,0,2,0,3,64.25,1024.0,0,60.23529411764706,0,0.07097037983512183
5349,1,0,0,0,10,1,2,2,1,1,1,1,1,1,2,0,0,25.7,251.6,0,22.87272727272727,0,0.056459445619749006
6353,0,0,0,1,13,1,0,0,2,2,0,0,0,0,0,1,2,56.0,764.55,0,54.61071428571428,0,0.4515706991008982
589,0,0,1,0,20,1,2,1,2,0,0,0,0,0,0,0,2,82.4,1592.35,1,75.82619047619048,1,0.6368491161198548
3124,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.7,135.2,0,45.06666666666666,1,0.7055776823561286
3250,1,0,0,0,53,1,2,0,0,2,2,2,0,2,2,1,0,73.9,3958.25,0,73.30092592592592,0,0.035484095096294924
2015,0,0,1,1,11,1,0,2,1,1,1,1,1,1,1,0,3,20.6,233.9,0,19.491666666666667,0,0.028002179257882117
4498,1,0,1,0,69,1,0,2,1,1,1,1,1,1,2,0,3,19.9,1363.45,0,19.477857142857143,0,0.005413151231658336
2359,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,70.9,273.0,1,54.6,1,0.8167547328327627
4259,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,89.05,6254.45,0,85.67739726027396,0,0.008504312629800403
2406,1,1,1,0,58,0,1,0,0,2,2,0,0,2,0,1,2,45.3,2651.2,1,44.93559322033898,1,0.5417875741830784
794,0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,20.4,321.4,0,18.905882352941177,0,0.19407306471434696
5437,1,0,1,0,43,1,0,1,2,0,2,2,0,0,1,1,0,84.25,3539.25,0,80.4375,0,0.19279694263751193
1269,0,0,1,0,2,1,2,1,0,0,2,2,2,2,0,1,2,104.4,242.8,1,80.93333333333334,1,0.8304271644149711
4780,1,0,1,0,14,1,0,0,0,2,2,2,2,2,2,0,3,81.95,1181.75,0,78.78333333333333,0,0.14264506947548203
475,0,0,1,0,53,1,0,1,0,0,2,0,2,2,1,1,0,94.85,5000.2,1,92.59629629629629,0,0.4081877322339786
4190,0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,20.55,654.55,0,19.834848484848482,0,0.022058055050039056
1185,0,0,1,0,34,1,2,2,1,1,1,1,1,1,0,0,2,24.7,780.2,0,22.291428571428572,0,0.10053791791032164
1818,0,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,74.45,1145.7,1,71.60625,1,0.7633835334450229
1398,0,1,0,0,7,1,0,1,2,0,0,0,0,0,0,0,0,76.45,503.6,1,62.95,1,0.6008518868329905
4211,0,0,1,1,15,1,2,1,0,2,2,0,2,2,0,1,0,105.35,1559.25,0,97.453125,1,0.6860355314967466
2597,1,0,1,0,61,1,0,2,1,1,1,1,1,1,1,1,1,20.55,1252.0,0,20.193548387096776,0,0.02445553529288386
4476,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,29.95,29.95,1,14.975,1,0.7583799997427483
4663,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.3,45.3,0,22.65,1,0.7823781498650033
6592,1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,0,0,84.5,662.65,1,73.62777777777778,1,0.8686985288698003
3926,1,0,1,1,33,1,0,0,2,0,2,0,2,2,1,0,1,74.75,2453.3,0,72.15588235294118,0,0.1273545993673555
1288,0,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,79.25,1111.65,1,79.40357142857144,1,0.8165075674105311
692,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,24.8,1,12.4,1,0.8286583446097606
3405,1,0,0,0,20,1,0,0,0,2,0,0,0,0,0,1,3,51.8,1023.85,0,48.75476190476191,0,0.34595647013464603
5802,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,2,30.4,82.15,0,20.5375,1,0.5443216584709714
653,0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,2,19.65,244.8,0,17.485714285714288,0,0.02905530524465303
5691,0,0,1,0,40,1,2,0,0,2,0,0,0,0,0,0,1,56.6,2379.1,0,58.02682926829268,0,0.42393175747568174
5047,1,0,1,1,43,1,2,0,2,0,0,2,0,2,1,1,1,71.9,3173.35,0,72.12159090909091,0,0.2040638406312726
1695,1,0,1,0,6,1,0,1,0,2,2,0,0,2,0,1,2,91.0,531.0,1,75.85714285714286,1,0.905461578702855
2076,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.75,1375.4,0,19.64857142857143,0,0.0396335396418704
6816,0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.7,8129.3,0,111.36027397260274,0,0.027617708507380302
1454,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.3,1192.7,0,19.878333333333334,0,0.04570671556360786
1780,0,0,1,0,20,1,0,1,2,2,0,2,2,0,0,1,2,96.55,1901.65,0,90.5547619047619,1,0.6776253828512226
6483,1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,1,0,24.1,587.4,0,23.496,0,0.03204043643359401
4373,1,0,0,0,59,1,2,1,0,2,2,2,2,2,0,1,2,111.35,6519.75,0,108.6625,0,0.3166296549821899
5162,1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,112.25,8041.65,0,110.15958904109588,0,0.05544051708640613
2549,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.75,20.75,0,10.375,1,0.6127863631885595
6561,0,0,1,0,27,1,0,1,2,0,0,2,2,2,1,1,1,101.9,2681.15,0,95.75535714285715,0,0.29417044982027873
6032,0,0,0,0,14,1,0,1,0,2,0,2,0,0,0,1,1,80.05,1112.3,0,74.15333333333334,1,0.6191836391304403
2347,1,0,1,1,71,1,2,1,2,0,2,0,2,2,2,0,2,105.55,7405.5,0,102.85416666666667,0,0.09165447858793813
4994,1,0,0,1,13,1,0,1,0,0,0,0,2,0,0,1,1,78.3,1033.95,0,73.85357142857143,1,0.7397702725596548
6461,1,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,1,68.85,2958.95,0,65.75444444444445,0,0.4711012168792814
5456,0,0,0,0,33,1,0,1,0,2,0,2,0,0,1,1,0,79.95,2684.85,0,78.96617647058824,0,0.1809734507407991
4502,1,0,1,1,72,0,1,0,2,2,2,2,0,2,2,1,1,55.45,4179.2,0,57.249315068493146,0,0.0266065750500629
884,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.9,79.9,1,39.95,1,0.9581440784463986
